Age,Gender,Education_Level,Job Title,Divisions,Years of Experience,Rank,Salary,Salary_division
31,Female,Bachelor's,Software Engineer,Engineering,6,Junior,155000,High
32,Male,Bachelor's,Product Manager,Managerial,7,Mid-level,170000,High
31,Female,Bachelor's,Software Engineer,Engineering,6,Junior,155000,High
33,Male,PhD,Data Scientist,Science and Analytics,8,Mid-level,190000,High
31,Female,Bachelor's,Software Engineer,Engineering,6,Junior,155000,High
31,Female,Bachelor's,Software Engineer,Engineering,6,Junior,155000,High
31,Female,Bachelor's,Software Engineer,Engineering,6,Junior,155000,High
31,Female,Bachelor's,Software Engineer,Engineering,6,Junior,155000,High
31,Female,Bachelor's,Software Engineer,Engineering,6,Junior,155000,High
34,Male,Bachelor's,Product Manager,Managerial,9,Mid-level,185000,High
31,Female,Bachelor's,Software Engineer,Engineering,6,Junior,155000,High
33,Male,PhD,Data Scientist,Science and Analytics,8,Mid-level,190000,High
31,Female,Bachelor's,Software Engineer,Engineering,6,Junior,155000,High
28,Female,Master's,Data Scientist,Science and Analytics,6,Junior,155000,High
28,Female,Master's,Data Scientist,Science and Analytics,6,Junior,155000,High
28,Female,Master's,Data Scientist,Science and Analytics,6,Junior,155000,High
28,Female,Master's,Data Scientist,Science and Analytics,6,Junior,155000,High
28,Female,Master's,Data Scientist,Science and Analytics,6,Junior,155000,High
27,Female,Bachelor's,Product Manager,Managerial,4,Junior,150000,High
27,Female,Bachelor's,Product Manager,Managerial,4,Junior,150000,High
32,Male,Bachelor's,Product Manager,Managerial,7,Mid-level,170000,High
27,Female,Bachelor's,Product Manager,Managerial,4,Junior,150000,High
33,Male,PhD,Data Scientist,Science and Analytics,8,Mid-level,190000,High
27,Female,Bachelor's,Product Manager,Managerial,4,Junior,150000,High
27,Female,Bachelor's,Product Manager,Managerial,4,Junior,150000,High
27,Female,Bachelor's,Product Manager,Managerial,4,Junior,150000,High
27,Female,Master's,Data Scientist,Science and Analytics,4,Junior,150000,High
27,Female,Bachelor's,Product Manager,Managerial,4,Junior,150000,High
34,Male,Bachelor's,Product Manager,Managerial,9,Mid-level,185000,High
27,Female,Bachelor's,Product Manager,Managerial,4,Junior,150000,High
33,Male,PhD,Data Scientist,Science and Analytics,8,Mid-level,190000,High
27,Female,Bachelor's,Product Manager,Managerial,4,Junior,150000,High
29,Female,Bachelor's Degree,Software Engineer,Engineering,4,Junior,150000,High
29,Female,Master's,Data Analyst,Science and Analytics,6,Junior,150000,High
28,Female,Bachelor's,Software Engineer,Engineering,5,Junior,150000,High
28,Male,Bachelor's,Software Engineer,Engineering,5,Junior,150000,High
29,Female,Master's,Data Scientist,Science and Analytics,6,Junior,150000,High
28,Female,Bachelor's,Software Engineer,Engineering,5,Junior,150000,High
28,Female,Bachelor's,Software Engineer,Engineering,5,Junior,150000,High
32,Male,Bachelor's,Product Manager,Managerial,7,Mid-level,170000,High
29,Female,Master's,Data Scientist,Science and Analytics,6,Junior,150000,High
33,Male,PhD,Data Scientist,Science and Analytics,8,Mid-level,190000,High
28,Female,Bachelor's,Software Engineer,Engineering,5,Junior,150000,High
29,Female,Master's,Data Scientist,Science and Analytics,6,Junior,150000,High
28,Female,Bachelor's,Software Engineer,Engineering,5,Junior,150000,High
29,Female,Master's,Data Scientist,Science and Analytics,6,Junior,150000,High
28,Female,Bachelor's,Software Engineer,Engineering,5,Junior,150000,High
34,Male,Bachelor's,Product Manager,Managerial,9,Mid-level,185000,High
29,Female,Master's,Data Scientist,Science and Analytics,6,Junior,150000,High
33,Male,PhD,Data Scientist,Science and Analytics,8,Mid-level,190000,High
28,Female,Bachelor's,Software Engineer,Engineering,5,Junior,150000,High
29,Female,Master's,Data Scientist,Science and Analytics,6,Junior,150000,High
28,Female,Bachelor's,Software Engineer,Engineering,5,Junior,150000,High
29,Female,Master's,Data Scientist,Science and Analytics,6,Junior,150000,High
28,Female,Bachelor's,Software Engineer,Engineering,5,Junior,150000,High
29,Female,Master's,Data Scientist,Science and Analytics,6,Junior,150000,High
28,Female,Bachelor's,Software Engineer,Engineering,5,Junior,150000,High
29,Female,Master's,Data Scientist,Science and Analytics,6,Junior,150000,High
32,Male,Bachelor's,Product Manager,Managerial,7,Mid-level,170000,High
28,Female,Bachelor's,Software Engineer,Engineering,5,Junior,150000,High
33,Male,PhD,Data Scientist,Science and Analytics,8,Mid-level,190000,High
29,Female,Master's,Data Scientist,Science and Analytics,6,Junior,150000,High
28,Female,Bachelor's,Software Engineer,Engineering,5,Junior,150000,High
29,Female,Master's,Data Scientist,Science and Analytics,6,Junior,150000,High
27,Male,Bachelor's,Software Engineer,Engineering,5,Junior,150000,High
28,Female,Master's,Data Scientist,Science and Analytics,6,Junior,150000,High
34,Male,Bachelor's,Product Manager,Managerial,9,Mid-level,185000,High
27,Male,Bachelor's,Software Engineer,Engineering,5,Junior,150000,High
33,Male,PhD,Data Scientist,Science and Analytics,8,Mid-level,190000,High
28,Female,Master's,Data Scientist,Science and Analytics,6,Junior,150000,High
27,Male,Bachelor's,Software Engineer,Engineering,5,Junior,150000,High
28,Female,Master's,Data Scientist,Science and Analytics,6,Junior,150000,High
27,Male,Bachelor's,Software Engineer,Engineering,5,Junior,150000,High
28,Female,Master's,Data Scientist,Science and Analytics,6,Junior,150000,High
34,Male,Bachelor's,Product Manager,Managerial,9,Mid-level,185000,High
27,Male,Bachelor's,Software Engineer,Engineering,5,Junior,150000,High
33,Male,PhD,Data Scientist,Science and Analytics,8,Mid-level,190000,High
28,Female,Master's,Data Scientist,Science and Analytics,6,Junior,150000,High
30,Female,Bachelor's,Data Analyst,Science and Analytics,5,Junior,145000,High
30,Female,Bachelor's,Data Analyst,Science and Analytics,5,Junior,145000,High
30,Female,Bachelor's,Data Analyst,Science and Analytics,5,Junior,145000,High
30,Female,Bachelor's,Data Analyst,Science and Analytics,5,Junior,145000,High
30,Female,Bachelor's,Data Analyst,Science and Analytics,5,Junior,145000,High
30,Female,Bachelor's,Data Analyst,Science and Analytics,5,Junior,145000,High
30,Female,Bachelor's,Data Analyst,Science and Analytics,5,Junior,145000,High
32,Male,Bachelor's,Product Manager,Managerial,7,Mid-level,170000,High
30,Female,Bachelor's,Data Analyst,Science and Analytics,5,Junior,145000,High
33,Male,PhD,Data Scientist,Science and Analytics,8,Mid-level,190000,High
30,Female,Bachelor's,Data Analyst,Science and Analytics,5,Junior,145000,High
30,Female,Bachelor's,Data Analyst,Science and Analytics,5,Junior,145000,High
30,Female,Bachelor's,Data Analyst,Science and Analytics,5,Junior,145000,High
30,Female,Bachelor's,Data Analyst,Science and Analytics,5,Junior,145000,High
30,Female,Bachelor's,Data Analyst,Science and Analytics,5,Junior,145000,High
34,Male,Bachelor's,Product Manager,Managerial,9,Mid-level,185000,High
30,Female,Bachelor's,Data Analyst,Science and Analytics,5,Junior,145000,High
33,Male,PhD,Data Scientist,Science and Analytics,8,Mid-level,190000,High
29,Female,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
29,Female,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
29,Male,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
29,Female,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
29,Male,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
34,Male,Bachelor's,Product Manager,Managerial,9,Mid-level,185000,High
29,Female,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
33,Male,PhD,Data Scientist,Science and Analytics,8,Mid-level,190000,High
29,Male,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
29,Female,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
29,Female,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
29,Male,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
29,Female,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
34,Male,Bachelor's,Product Manager,Managerial,9,Mid-level,185000,High
29,Female,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
33,Male,PhD,Data Scientist,Science and Analytics,8,Mid-level,190000,High
29,Female,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
29,Female,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
29,Female,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
27,Male,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
27,Male,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
34,Male,Bachelor's,Product Manager,Managerial,9,Mid-level,185000,High
27,Female,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
33,Male,PhD,Data Scientist,Science and Analytics,8,Mid-level,190000,High
27,Male,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
27,Male,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
27,Male,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
27,Male,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
27,Male,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
34,Male,Bachelor's,Product Manager,Managerial,9,Mid-level,185000,High
27,Male,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
27,Male,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
32,Male,Bachelor's,Software Engineer,Engineering,8,Mid-level,190000,High
27,Female,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
27,Male,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
31,Female,Master's,Data Scientist,Science and Analytics,9,Mid-level,195000,High
27,Male,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
33,Female,Master's,Product Manager,Managerial,11,Mid-level,198000,High
27,Male,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
30,Female,PhD,Data Scientist,Science and Analytics,7,Mid-level,185000,High
27,Male,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
34,Female,Master's,Product Manager,Managerial,12,Mid-level,196000,High
27,Male,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
32,Female,PhD,Data Scientist,Science and Analytics,10,Mid-level,193000,High
27,Male,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
27,Female,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
27,Male,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
27,Male,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
27,Male,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
33,Female,Master's,Product Manager,Managerial,11,Mid-level,198000,High
27,Male,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
30,Female,PhD,Data Scientist,Science and Analytics,7,Mid-level,185000,High
27,Male,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
34,Female,Master's,Product Manager,Managerial,12,Mid-level,196000,High
27,Male,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
27,Male,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
32,Male,Bachelor's,Software Engineer,Engineering,8,Mid-level,190000,High
27,Male,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
31,Male,Bachelor's,Data Analyst,Science and Analytics,9,Mid-level,195000,High
27,Male,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
33,Male,Master's,Product Manager,Managerial,11,Mid-level,198000,High
27,Male,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
30,Male,PhD,Data Scientist,Science and Analytics,7,Mid-level,185000,High
27,Male,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
34,Male,Master's,Product Manager,Managerial,12,Mid-level,196000,High
27,Male,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
32,Male,Bachelor's,Software Engineer,Engineering,8,Mid-level,190000,High
27,Male,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
27,Male,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
33,Female,Master's,Product Manager,Managerial,11,Mid-level,198000,High
27,Male,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
31,Female,PhD,Data Scientist,Science and Analytics,9,Mid-level,195000,High
27,Male,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
27,Male,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
27,Male,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
27,Male,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
32,Male,Bachelor's,Software Engineer,Engineering,8,Mid-level,190000,High
33,Female,Master's,Product Manager,Managerial,11,Mid-level,198000,High
27,Male,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
30,Female,PhD,Data Scientist,Science and Analytics,7,Mid-level,185000,High
27,Male,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
34,Female,Master's,Product Manager,Managerial,12,Mid-level,196000,High
31,Male,Bachelor's,Data Analyst,Science and Analytics,9,Mid-level,195000,High
27,Male,Bachelor's,Software Engineer,Engineering,4,Junior,140000,High
30,Male,Bachelor's,Data Analyst,Science and Analytics,5,Junior,140000,High
30,Male,Bachelor's,Data Analyst,Science and Analytics,5,Junior,140000,High
32,Male,Bachelor's,Software Engineer,Engineering,8,Mid-level,190000,High
33,Female,Master's,Product Manager,Managerial,11,Mid-level,198000,High
26,Male,Bachelor's,Data Analyst,Science and Analytics,3,Junior,135000,High
26,Male,Bachelor's,Data Analyst,Science and Analytics,3,Junior,135000,High
25,Male,Bachelor's,Data Analyst,Science and Analytics,3,Junior,135000,High
30,Female,PhD,Data Scientist,Science and Analytics,7,Mid-level,185000,High
31,Male,Bachelor's,Data Analyst,Science and Analytics,9,Mid-level,195000,High
32,Male,Bachelor's Degree,Data Analyst,Science and Analytics,5,Junior,135000,High
29,Female,Master's Degree,Senior Software Engineer,Engineering,6,Junior,132720,High
29,Female,Master's Degree,Senior Software Engineer,Engineering,6,Junior,132720,High
32,Male,Bachelor's,Software Engineer,Engineering,8,Mid-level,190000,High
33,Female,Master's,Product Manager,Managerial,11,Mid-level,198000,High
28,Male,Master's,Product Manager,Managerial,3,Junior,130000,Moderate
28,Male,Master's,Product Manager,Managerial,3,Junior,130000,Moderate
28,Male,Master's,Product Manager,Managerial,3,Junior,130000,Moderate
30,Female,PhD,Data Scientist,Science and Analytics,7,Mid-level,185000,High
31,Male,Bachelor's,Data Analyst,Science and Analytics,9,Mid-level,195000,High
28,Male,Master's,Product Manager,Managerial,3,Junior,130000,Moderate
28,Male,Master's,Product Manager,Managerial,3,Junior,130000,Moderate
28,Male,Master's,Product Manager,Managerial,3,Junior,130000,Moderate
32,Male,Bachelor's,Software Engineer,Engineering,8,Mid-level,190000,High
33,Female,Master's,Product Manager,Managerial,11,Mid-level,198000,High
28,Male,Master's,Product Manager,Managerial,3,Junior,130000,Moderate
28,Male,Master's,Product Manager,Managerial,3,Junior,130000,Moderate
28,Male,Master's,Product Manager,Managerial,3,Junior,130000,Moderate
30,Female,PhD,Data Scientist,Science and Analytics,7,Mid-level,185000,High
31,Male,Bachelor's,Data Analyst,Science and Analytics,9,Mid-level,195000,High
28,Male,Master's,Product Manager,Managerial,3,Junior,130000,Moderate
28,Male,Master's,Product Manager,Managerial,3,Junior,130000,Moderate
28,Male,Master's,Product Manager,Managerial,3,Junior,130000,Moderate
32,Male,Bachelor's,Software Engineer,Engineering,8,Mid-level,190000,High
33,Female,Master's,Product Manager,Managerial,11,Mid-level,198000,High
28,Male,Master's,Product Manager,Managerial,3,Junior,130000,Moderate
28,Male,Master's,Product Manager,Managerial,3,Junior,130000,Moderate
26,Male,Bachelor's,Data Analyst,Science and Analytics,3,Junior,130000,Moderate
26,Male,Bachelor's,Data Analyst,Science and Analytics,3,Junior,130000,Moderate
30,Male,Bachelor's,Software Engineer,Engineering,8,Mid-level,190000,High
26,Female,Bachelor's,Data Analyst,Science and Analytics,3,Junior,130000,Moderate
26,Male,Bachelor's,Data Analyst,Science and Analytics,3,Junior,130000,Moderate
